Date,Water Treatment Plants,Capacity (BG),Inflow (BGD),Outflow (BGD),
04/12/2020,Croton Filtration Treatment Plant,0.29,0.29,0.205,
04/13/2020,Croton Filtration Treatment Plant,0.29,0.29,0.205,
04/14/2020,Croton Filtration Treatment Plant,0.29,0.29,0.205,
04/15/2020,Croton Filtration Treatment Plant,0.29,0.29,0.205,
04/16/2020,Croton Filtration Treatment Plant,0.29,0.29,0.205,
04/17/2020,Croton Filtration Treatment Plant,0.29,0.29,0.205,
04/18/2020,Croton Filtration Treatment Plant,0.29,0.29,0.205,
04/19/2020,Croton Filtration Treatment Plant,0.29,0.29,0.205,
04/20/2020,Croton Filtration Treatment Plant,0.29,0.29,0.205,
04/21/2020,Croton Filtration Treatment Plant,0.29,0.29,0.205,
04/22/2020,Croton Filtration Treatment Plant,0.29,0.29,0.205,
04/23/2020,Croton Filtration Treatment Plant,0.29,0.29,0.205,
04/24/2020,Croton Filtration Treatment Plant,0.29,0.29,0.205,
04/25/2020,Croton Filtration Treatment Plant,0.29,0.29,0.205,
04/26/2020,Croton Filtration Treatment Plant,0.29,0.29,0.205,
04/27/2020,Croton Filtration Treatment Plant,0.29,0.29,0.205,
04/28/2020,Croton Filtration Treatment Plant,0.29,0.29,0.205,
04/29/2020,Croton Filtration Treatment Plant,0.29,0.29,0.205,
04/30/2020,Croton Filtration Treatment Plant,0.29,0.29,0.205,
05/01/2020,Croton Filtration Treatment Plant,0.29,0.29,0.205,
05/02/2020,Croton Filtration Treatment Plant,0.29,0.29,0.205,
05/03/2020,Croton Filtration Treatment Plant,0.29,0.29,0.205,
05/04/2020,Croton Filtration Treatment Plant,0.29,0.29,0.205,
05/05/2020,Croton Filtration Treatment Plant,0.29,0.29,0.205,
05/06/2020,Croton Filtration Treatment Plant,0.29,0.29,0.205,
05/07/2020,Croton Filtration Treatment Plant,0.29,0.29,0.205,
05/08/2020,Croton Filtration Treatment Plant,0.29,0.29,0.205,
05/09/2020,Croton Filtration Treatment Plant,0.29,0.29,0.205,
05/10/2020,Croton Filtration Treatment Plant,0.29,0.29,0.205,
05/11/2020,Croton Filtration Treatment Plant,0.29,0.29,0.205,
05/12/2020,Croton Filtration Treatment Plant,0.29,0.29,0.205,
05/13/2020,Croton Filtration Treatment Plant,0.29,0.29,0.205,
05/14/2020,Croton Filtration Treatment Plant,0.29,0.29,0.205,
05/15/2020,Croton Filtration Treatment Plant,0.29,0.29,0.205,
05/16/2020,Croton Filtration Treatment Plant,0.29,0.29,0.205,
05/17/2020,Croton Filtration Treatment Plant,0.29,0.29,0.205,
05/18/2020,Croton Filtration Treatment Plant,0.29,0.29,0.205,
05/19/2020,Croton Filtration Treatment Plant,0.29,0.29,0.205,
05/20/2020,Croton Filtration Treatment Plant,0.29,0.28,0.205,
05/21/2020,Croton Filtration Treatment Plant,0.29,0.25,0.205,
05/22/2020,Croton Filtration Treatment Plant,0.29,0.22,0.205,
05/23/2020,Croton Filtration Treatment Plant,0.29,0.23,0.205,
05/24/2020,Croton Filtration Treatment Plant,0.29,0.24,0.205,
05/25/2020,Croton Filtration Treatment Plant,0.29,0.23,0.205,
05/26/2020,Croton Filtration Treatment Plant,0.29,0.23,0.205,
05/27/2020,Croton Filtration Treatment Plant,0.29,0.23,0.205,
05/28/2020,Croton Filtration Treatment Plant,0.29,0.22,0.205,
05/29/2020,Croton Filtration Treatment Plant,0.29,0.21,0.205,
05/30/2020,Croton Filtration Treatment Plant,0.29,0.24,0.205,
05/31/2020,Croton Filtration Treatment Plant,0.29,0.20,0.205,
06/01/2020,Croton Filtration Treatment Plant,0.29,0.16,0.205,
06/02/2020,Croton Filtration Treatment Plant,0.29,0.14,0.205,
06/03/2020,Croton Filtration Treatment Plant,0.29,0.12,0.205,
06/04/2020,Croton Filtration Treatment Plant,0.29,0.17,0.205,
06/05/2020,Croton Filtration Treatment Plant,0.29,0.23,0.205,
06/06/2020,Croton Filtration Treatment Plant,0.29,0.22,0.205,
06/07/2020,Croton Filtration Treatment Plant,0.29,0.18,0.205,
06/08/2020,Croton Filtration Treatment Plant,0.29,0.11,0.205,
06/09/2020,Croton Filtration Treatment Plant,0.29,0.09,0.205,
06/10/2020,Croton Filtration Treatment Plant,0.29,0.10,0.205,
06/11/2020,Croton Filtration Treatment Plant,0.29,0.14,0.205,
06/12/2020,Croton Filtration Treatment Plant,0.29,0.22,0.205,
06/13/2020,Croton Filtration Treatment Plant,0.29,0.18,0.205,
06/14/2020,Croton Filtration Treatment Plant,0.29,0.13,0.205,
06/15/2020,Croton Filtration Treatment Plant,0.29,0.11,0.205,
06/16/2020,Croton Filtration Treatment Plant,0.29,0.10,0.205,
06/17/2020,Croton Filtration Treatment Plant,0.29,0.09,0.205,
06/18/2020,Croton Filtration Treatment Plant,0.29,0.08,0.205,
06/19/2020,Croton Filtration Treatment Plant,0.29,0.08,0.205,
06/20/2020,Croton Filtration Treatment Plant,0.29,0.08,0.205,
06/21/2020,Croton Filtration Treatment Plant,0.29,0.08,0.205,
06/22/2020,Croton Filtration Treatment Plant,0.29,0.08,0.205,
06/23/2020,Croton Filtration Treatment Plant,0.29,0.08,0.205,
06/24/2020,Croton Filtration Treatment Plant,0.29,0.08,0.205,
06/25/2020,Croton Filtration Treatment Plant,0.29,0.08,0.205,
06/26/2020,Croton Filtration Treatment Plant,0.29,0.08,0.205,
06/27/2020,Croton Filtration Treatment Plant,0.29,0.08,0.205,
06/28/2020,Croton Filtration Treatment Plant,0.29,0.08,0.205,
06/29/2020,Croton Filtration Treatment Plant,0.29,0.08,0.205,
06/30/2020,Croton Filtration Treatment Plant,0.29,0.08,0.205,
07/01/2020,Croton Filtration Treatment Plant,0.29,0.08,0.205,
07/02/2020,Croton Filtration Treatment Plant,0.29,0.08,0.205,
07/03/2020,Croton Filtration Treatment Plant,0.29,0.08,0.205,
07/04/2020,Croton Filtration Treatment Plant,0.29,0.08,0.205,
07/05/2020,Croton Filtration Treatment Plant,0.29,0.08,0.205,
07/06/2020,Croton Filtration Treatment Plant,0.29,0.08,0.205,
07/07/2020,Croton Filtration Treatment Plant,0.29,0.08,0.205,
07/08/2020,Croton Filtration Treatment Plant,0.29,0.08,0.205,
07/09/2020,Croton Filtration Treatment Plant,0.29,0.08,0.205,
07/10/2020,Croton Filtration Treatment Plant,0.29,0.08,0.205,
07/11/2020,Croton Filtration Treatment Plant,0.29,0.08,0.205,
07/12/2020,Croton Filtration Treatment Plant,0.29,0.08,0.205,
07/13/2020,Croton Filtration Treatment Plant,0.29,0.12,0.205,
07/14/2020,Croton Filtration Treatment Plant,0.29,0.11,0.205,
07/15/2020,Croton Filtration Treatment Plant,0.29,0.10,0.205,
07/16/2020,Croton Filtration Treatment Plant,0.29,0.09,0.205,
07/17/2020,Croton Filtration Treatment Plant,0.29,0.08,0.205,
07/18/2020,Croton Filtration Treatment Plant,0.29,0.08,0.205,
07/19/2020,Croton Filtration Treatment Plant,0.29,0.08,0.205,
07/20/2020,Croton Filtration Treatment Plant,0.29,0.08,0.205,
07/21/2020,Croton Filtration Treatment Plant,0.29,0.08,0.205,
07/22/2020,Croton Filtration Treatment Plant,0.29,0.08,0.205,
07/23/2020,Croton Filtration Treatment Plant,0.29,0.08,0.205,
07/24/2020,Croton Filtration Treatment Plant,0.29,0.08,0.205,
07/25/2020,Croton Filtration Treatment Plant,0.29,0.08,0.205,
07/26/2020,Croton Filtration Treatment Plant,0.29,0.08,0.205,
07/27/2020,Croton Filtration Treatment Plant,0.29,0.08,0.205,
07/28/2020,Croton Filtration Treatment Plant,0.29,0.08,0.205,
07/29/2020,Croton Filtration Treatment Plant,0.29,0.08,0.205,
07/30/2020,Croton Filtration Treatment Plant,0.29,0.08,0.205,
08/01/2020,Croton Filtration Treatment Plant,0.29,0.08,0.205,
08/02/2020,Croton Filtration Treatment Plant,0.29,0.08,0.205,
08/03/2020,Croton Filtration Treatment Plant,0.29,0.08,0.205,
08/04/2020,Croton Filtration Treatment Plant,0.29,0.08,0.205,
08/05/2020,Croton Filtration Treatment Plant,0.29,0.08,0.205,
08/06/2020,Croton Filtration Treatment Plant,0.29,0.08,0.205,
08/07/2020,Croton Filtration Treatment Plant,0.29,0.07,0.205,
08/08/2020,Croton Filtration Treatment Plant,0.29,0.08,0.205,
08/09/2020,Croton Filtration Treatment Plant,0.29,0.09,0.205,
08/10/2020,Croton Filtration Treatment Plant,0.29,0.09,0.205,
08/11/2020,Croton Filtration Treatment Plant,0.29,0.08,0.205,
08/12/2020,Croton Filtration Treatment Plant,0.29,0.08,0.205,
08/13/2020,Croton Filtration Treatment Plant,0.29,0.08,0.205,
08/14/2020,Croton Filtration Treatment Plant,0.29,0.08,0.205,
08/15/2020,Croton Filtration Treatment Plant,0.29,0.09,0.205,
08/16/2020,Croton Filtration Treatment Plant,0.29,0.09,0.205,
08/17/2020,Croton Filtration Treatment Plant,0.29,0.09,0.205,
08/18/2020,Croton Filtration Treatment Plant,0.29,0.08,0.205,
08/19/2020,Croton Filtration Treatment Plant,0.29,0.08,0.205,
08/20/2020,Croton Filtration Treatment Plant,0.29,0.08,0.205,
08/21/2020,Croton Filtration Treatment Plant,0.29,0.08,0.205,
08/22/2020,Croton Filtration Treatment Plant,0.29,0.08,0.205,
08/23/2020,Croton Filtration Treatment Plant,0.29,0.08,0.205,
08/24/2020,Croton Filtration Treatment Plant,0.29,0.08,0.205,
08/25/2020,Croton Filtration Treatment Plant,0.29,0.08,0.205,
08/26/2020,Croton Filtration Treatment Plant,0.29,0.08,0.205,
08/27/2020,Croton Filtration Treatment Plant,0.29,0.08,0.205,
08/28/2020,Croton Filtration Treatment Plant,0.29,0.08,0.205,
08/29/2020,Croton Filtration Treatment Plant,0.29,0.08,0.205,
08/30/2020,Croton Filtration Treatment Plant,0.29,0.08,0.205,
08/31/2020,Croton Filtration Treatment Plant,0.29,0.08,0.205,
09/01/2020,Croton Filtration Treatment Plant,0.29,0.08,0.205,
09/02/2020,Croton Filtration Treatment Plant,0.29,0.06,0.205,
09/03/2020,Croton Filtration Treatment Plant,0.29,0.04,0.205,
09/04/2020,Croton Filtration Treatment Plant,0.29,0.09,0.205,
09/05/2020,Croton Filtration Treatment Plant,0.29,0.10,0.205,
09/06/2020,Croton Filtration Treatment Plant,0.29,0.07,0.205,
09/07/2020,Croton Filtration Treatment Plant,0.29,0.06,0.205,
09/08/2020,Croton Filtration Treatment Plant,0.29,0.06,0.205,
09/09/2020,Croton Filtration Treatment Plant,0.29,0.06,0.205,
09/10/2020,Croton Filtration Treatment Plant,0.29,0.06,0.205,
09/11/2020,Croton Filtration Treatment Plant,0.29,0.08,0.205,
09/12/2020,Croton Filtration Treatment Plant,0.29,0.10,0.205,
09/13/2020,Croton Filtration Treatment Plant,0.29,0.07,0.205,
09/14/2020,Croton Filtration Treatment Plant,0.29,0.06,0.205,
09/15/2020,Croton Filtration Treatment Plant,0.29,0.06,0.205,
09/16/2020,Croton Filtration Treatment Plant,0.29,0.05,0.205,
09/17/2020,Croton Filtration Treatment Plant,0.29,0.05,0.205,
09/18/2020,Croton Filtration Treatment Plant,0.29,0.05,0.205,
09/19/2020,Croton Filtration Treatment Plant,0.29,0.06,0.205,
09/20/2020,Croton Filtration Treatment Plant,0.29,0.05,0.205,
09/21/2020,Croton Filtration Treatment Plant,0.29,0.05,0.205,
09/22/2020,Croton Filtration Treatment Plant,0.29,0.03,0.205,
09/23/2020,Croton Filtration Treatment Plant,0.29,0.02,0.205,
09/24/2020,Croton Filtration Treatment Plant,0.29,0.02,0.205,
09/25/2020,Croton Filtration Treatment Plant,0.29,0.02,0.205,
09/26/2020,Croton Filtration Treatment Plant,0.29,0.03,0.205,
09/27/2020,Croton Filtration Treatment Plant,0.29,0.04,0.205,
09/28/2020,Croton Filtration Treatment Plant,0.29,0.05,0.205,
09/29/2020,Croton Filtration Treatment Plant,0.29,0.04,0.205,
09/30/2020,Croton Filtration Treatment Plant,0.29,0.04,0.205,
10/01/2020,Croton Filtration Treatment Plant,0.29,0.22,0.205,
10/02/2020,Croton Filtration Treatment Plant,0.29,0.13,0.205,
10/03/2020,Croton Filtration Treatment Plant,0.29,0.06,0.205,
10/04/2020,Croton Filtration Treatment Plant,0.29,0.03,0.205,
10/05/2020,Croton Filtration Treatment Plant,0.29,0.02,0.205,
10/06/2020,Croton Filtration Treatment Plant,0.29,0.01,0.205,
10/07/2020,Croton Filtration Treatment Plant,0.29,0.01,0.205,
10/08/2020,Croton Filtration Treatment Plant,0.29,0.01,0.205,
10/09/2020,Croton Filtration Treatment Plant,0.29,0.01,0.205,
10/10/2020,Croton Filtration Treatment Plant,0.29,0.01,0.205,
10/11/2020,Croton Filtration Treatment Plant,0.29,0.01,0.205,
10/12/2020,Croton Filtration Treatment Plant,0.29,0.01,0.205,
10/13/2020,Croton Filtration Treatment Plant,0.29,0.02,0.205,
10/14/2020,Croton Filtration Treatment Plant,0.29,0.02,0.205,
10/15/2020,Croton Filtration Treatment Plant,0.29,0.01,0.205,
10/16/2020,Croton Filtration Treatment Plant,0.29,0.01,0.205,
10/17/2020,Croton Filtration Treatment Plant,0.29,0.03,0.205,
10/18/2020,Croton Filtration Treatment Plant,0.29,0.10,0.205,
10/19/2020,Croton Filtration Treatment Plant,0.29,0.07,0.205,
10/20/2020,Croton Filtration Treatment Plant,0.29,0.04,0.205,
10/21/2020,Croton Filtration Treatment Plant,0.29,0.05,0.205,
10/22/2020,Croton Filtration Treatment Plant,0.29,0.04,0.205,
10/23/2020,Croton Filtration Treatment Plant,0.29,0.04,0.205,
10/24/2020,Croton Filtration Treatment Plant,0.29,0.04,0.205,
10/25/2020,Croton Filtration Treatment Plant,0.29,0.03,0.205,
10/26/2020,Croton Filtration Treatment Plant,0.29,0.03,0.205,
10/27/2020,Croton Filtration Treatment Plant,0.29,0.03,0.205,
10/28/2020,Croton Filtration Treatment Plant,0.29,0.03,0.205,
10/29/2020,Croton Filtration Treatment Plant,0.29,0.03,0.205,
10/30/2020,Croton Filtration Treatment Plant,0.29,0.15,0.205,
10/31/2020,Croton Filtration Treatment Plant,0.29,0.29,0.205,
11/01/2020,Croton Filtration Treatment Plant,0.29,0.25,0.205,
11/02/2020,Croton Filtration Treatment Plant,0.29,0.15,0.205,
11/03/2020,Croton Filtration Treatment Plant,0.29,0.16,0.205,
11/04/2020,Croton Filtration Treatment Plant,0.29,0.13,0.205,
11/05/2020,Croton Filtration Treatment Plant,0.29,0.10,0.205,
11/06/2020,Croton Filtration Treatment Plant,0.29,0.08,0.205,
11/07/2020,Croton Filtration Treatment Plant,0.29,0.07,0.205,
11/08/2020,Croton Filtration Treatment Plant,0.29,0.07,0.205,
11/09/2020,Croton Filtration Treatment Plant,0.29,0.06,0.205,
11/10/2020,Croton Filtration Treatment Plant,0.29,0.05,0.205,
11/11/2020,Croton Filtration Treatment Plant,0.29,0.03,0.205,
11/12/2020,Croton Filtration Treatment Plant,0.29,0.06,0.205,
11/13/2020,Croton Filtration Treatment Plant,0.29,0.24,0.205,
11/14/2020,Croton Filtration Treatment Plant,0.29,0.22,0.205,
11/15/2020,Croton Filtration Treatment Plant,0.29,0.15,0.205,
11/16/2020,Croton Filtration Treatment Plant,0.29,0.09,0.205,
11/17/2020,Croton Filtration Treatment Plant,0.29,0.10,0.205,
11/18/2020,Croton Filtration Treatment Plant,0.29,0.09,0.205,
11/19/2020,Croton Filtration Treatment Plant,0.29,0.05,0.205,
11/20/2020,Croton Filtration Treatment Plant,0.29,0.02,0.205,
11/21/2020,Croton Filtration Treatment Plant,0.29,0.01,0.205,
11/22/2020,Croton Filtration Treatment Plant,0.29,0.01,0.205,
11/23/2020,Croton Filtration Treatment Plant,0.29,0.01,0.205,
11/24/2020,Croton Filtration Treatment Plant,0.29,0.01,0.205,
11/25/2020,Croton Filtration Treatment Plant,0.29,0.01,0.205,
11/26/2020,Croton Filtration Treatment Plant,0.29,0.01,0.205,
11/27/2020,Croton Filtration Treatment Plant,0.29,0.01,0.205,
11/28/2020,Croton Filtration Treatment Plant,0.29,0.01,0.205,
11/29/2020,Croton Filtration Treatment Plant,0.29,0.01,0.205,
11/30/2020,Croton Filtration Treatment Plant,0.29,0.01,0.205,
12/01/2020,Croton Filtration Treatment Plant,0.29,0.07,0.205,
12/02/2020,Croton Filtration Treatment Plant,0.29,0.29,0.205,
12/03/2020,Croton Filtration Treatment Plant,0.29,0.29,0.205,
12/04/2020,Croton Filtration Treatment Plant,0.29,0.21,0.205,
12/05/2020,Croton Filtration Treatment Plant,0.29,0.12,0.205,
12/06/2020,Croton Filtration Treatment Plant,0.29,0.29,0.205,
12/07/2020,Croton Filtration Treatment Plant,0.29,0.29,0.205,
12/08/2020,Croton Filtration Treatment Plant,0.29,0.29,0.205,
12/09/2020,Croton Filtration Treatment Plant,0.29,0.23,0.205,
12/10/2020,Croton Filtration Treatment Plant,0.29,0.14,0.205,
12/11/2020,Croton Filtration Treatment Plant,0.29,0.10,0.205,
12/12/2020,Croton Filtration Treatment Plant,0.29,0.08,0.205,
12/13/2020,Croton Filtration Treatment Plant,0.29,0.06,0.205,
12/14/2020,Croton Filtration Treatment Plant,0.29,0.05,0.205,
12/15/2020,Croton Filtration Treatment Plant,0.29,0.04,0.205,
12/16/2020,Croton Filtration Treatment Plant,0.29,0.05,0.205,
12/17/2020,Croton Filtration Treatment Plant,0.29,0.07,0.205,
12/18/2020,Croton Filtration Treatment Plant,0.29,0.12,0.205,
12/19/2020,Croton Filtration Treatment Plant,0.29,0.08,0.205,
12/20/2020,Croton Filtration Treatment Plant,0.29,0.04,0.205,
12/21/2020,Croton Filtration Treatment Plant,0.29,0.01,0.205,
12/22/2020,Croton Filtration Treatment Plant,0.29,0.01,0.205,
12/23/2020,Croton Filtration Treatment Plant,0.29,0.01,0.205,
12/24/2020,Croton Filtration Treatment Plant,0.29,0.02,0.205,
12/25/2020,Croton Filtration Treatment Plant,0.29,0.04,0.205,
12/26/2020,Croton Filtration Treatment Plant,0.29,0.29,0.205,
12/27/2020,Croton Filtration Treatment Plant,0.29,0.29,0.205,
12/28/2020,Croton Filtration Treatment Plant,0.29,0.29,0.205,
12/29/2020,Croton Filtration Treatment Plant,0.29,0.29,0.205,
12/30/2020,Croton Filtration Treatment Plant,0.29,0.29,0.205,
12/31/2020,Croton Filtration Treatment Plant,0.29,0.29,0.205,
01/01/2021,Croton Filtration Treatment Plant,0.29,0.29,0.205,
01/02/2021,Croton Filtration Treatment Plant,0.29,0.29,0.205,
01/03/2021,Croton Filtration Treatment Plant,0.29,0.29,0.205,
01/04/2021,Croton Filtration Treatment Plant,0.29,0.29,0.205,
01/05/2021,Croton Filtration Treatment Plant,0.29,0.29,0.205,
01/06/2021,Croton Filtration Treatment Plant,0.29,0.29,0.205,
01/07/2021,Croton Filtration Treatment Plant,0.29,0.29,0.205,
01/08/2021,Croton Filtration Treatment Plant,0.29,0.29,0.205,
01/09/2021,Croton Filtration Treatment Plant,0.29,0.29,0.205,
01/10/2021,Croton Filtration Treatment Plant,0.29,0.28,0.205,
01/11/2021,Croton Filtration Treatment Plant,0.29,0.24,0.205,
01/12/2021,Croton Filtration Treatment Plant,0.29,0.19,0.205,
01/13/2021,Croton Filtration Treatment Plant,0.29,0.15,0.205,
01/14/2021,Croton Filtration Treatment Plant,0.29,0.13,0.205,
01/15/2021,Croton Filtration Treatment Plant,0.29,0.12,0.205,
01/16/2021,Croton Filtration Treatment Plant,0.29,0.13,0.205,
01/17/2021,Croton Filtration Treatment Plant,0.29,0.27,0.205,
01/18/2021,Croton Filtration Treatment Plant,0.29,0.29,0.205,
01/19/2021,Croton Filtration Treatment Plant,0.29,0.26,0.205,
01/20/2021,Croton Filtration Treatment Plant,0.29,0.18,0.205,
01/21/2021,Croton Filtration Treatment Plant,0.29,0.15,0.205,
01/22/2021,Croton Filtration Treatment Plant,0.29,0.15,0.205,
01/23/2021,Croton Filtration Treatment Plant,0.29,0.15,0.205,
01/24/2021,Croton Filtration Treatment Plant,0.29,0.13,0.205,
01/25/2021,Croton Filtration Treatment Plant,0.29,0.10,0.205,
01/26/2021,Croton Filtration Treatment Plant,0.29,0.10,0.205,
01/27/2021,Croton Filtration Treatment Plant,0.29,0.12,0.205,
01/28/2021,Croton Filtration Treatment Plant,0.29,0.12,0.205,
01/29/2021,Croton Filtration Treatment Plant,0.29,0.09,0.205,
01/30/2021,Croton Filtration Treatment Plant,0.29,0.06,0.205,
01/31/2021,Croton Filtration Treatment Plant,0.29,0.03,0.205,
02/01/2021,Croton Filtration Treatment Plant,0.29,0.02,0.205,
02/02/2021,Croton Filtration Treatment Plant,0.29,0.05,0.205,
02/03/2021,Croton Filtration Treatment Plant,0.29,0.10,0.205,
02/04/2021,Croton Filtration Treatment Plant,0.29,0.06,0.205,
02/05/2021,Croton Filtration Treatment Plant,0.29,0.03,0.205,
02/06/2021,Croton Filtration Treatment Plant,0.29,0.02,0.205,
02/07/2021,Croton Filtration Treatment Plant,0.29,0.02,0.205,
02/08/2021,Croton Filtration Treatment Plant,0.29,0.02,0.205,
02/09/2021,Croton Filtration Treatment Plant,0.29,0.02,0.205,
02/10/2021,Croton Filtration Treatment Plant,0.29,0.02,0.205,
02/11/2021,Croton Filtration Treatment Plant,0.29,0.02,0.205,
02/12/2021,Croton Filtration Treatment Plant,0.29,0.03,0.205,
02/13/2021,Croton Filtration Treatment Plant,0.29,0.03,0.205,
02/14/2021,Croton Filtration Treatment Plant,0.29,0.02,0.205,
02/15/2021,Croton Filtration Treatment Plant,0.29,0.02,0.205,
02/16/2021,Croton Filtration Treatment Plant,0.29,0.02,0.205,
02/17/2021,Croton Filtration Treatment Plant,0.29,0.10,0.205,
02/18/2021,Croton Filtration Treatment Plant,0.29,0.25,0.205,
02/19/2021,Croton Filtration Treatment Plant,0.29,0.23,0.205,
02/20/2021,Croton Filtration Treatment Plant,0.29,0.29,0.205,
02/21/2021,Croton Filtration Treatment Plant,0.29,0.29,0.205,
02/22/2021,Croton Filtration Treatment Plant,0.29,0.25,0.205,
02/23/2021,Croton Filtration Treatment Plant,0.29,0.25,0.205,
02/24/2021,Croton Filtration Treatment Plant,0.29,0.29,0.205,
02/25/2021,Croton Filtration Treatment Plant,0.29,0.29,0.205,
02/26/2021,Croton Filtration Treatment Plant,0.29,0.29,0.205,
02/27/2021,Croton Filtration Treatment Plant,0.29,0.29,0.205,
02/28/2021,Croton Filtration Treatment Plant,0.29,0.29,0.205,
03/01/2021,Croton Filtration Treatment Plant,0.29,0.29,0.205,
03/01/2021,Croton Filtration Treatment Plant,0.29,0.29,0.205,
03/02/2021,Croton Filtration Treatment Plant,0.29,0.29,0.205,
03/02/2021,Croton Filtration Treatment Plant,0.29,0.29,0.205,
03/03/2021,Croton Filtration Treatment Plant,0.29,0.29,0.205,
03/04/2021,Croton Filtration Treatment Plant,0.29,0.29,0.205,
03/05/2021,Croton Filtration Treatment Plant,0.29,0.29,0.205,
03/06/2021,Croton Filtration Treatment Plant,0.29,0.29,0.205,
03/07/2021,Croton Filtration Treatment Plant,0.29,0.29,0.205,
03/08/2021,Croton Filtration Treatment Plant,0.29,0.29,0.205,
03/09/2021,Croton Filtration Treatment Plant,0.29,0.29,0.205,
03/10/2021,Croton Filtration Treatment Plant,0.29,0.29,0.205,
03/11/2021,Croton Filtration Treatment Plant,0.29,0.29,0.205,
03/12/2021,Croton Filtration Treatment Plant,0.29,0.29,0.205,
03/13/2021,Croton Filtration Treatment Plant,0.29,0.29,0.205,
03/14/2021,Croton Filtration Treatment Plant,0.29,0.29,0.205,
03/15/2021,Croton Filtration Treatment Plant,0.29,0.29,0.205,
03/16/2021,Croton Filtration Treatment Plant,0.29,0.29,0.205,
03/17/2021,Croton Filtration Treatment Plant,0.29,0.29,0.205,
03/18/2021,Croton Filtration Treatment Plant,0.29,0.29,0.205,
03/19/2021,Croton Filtration Treatment Plant,0.29,0.29,0.205,
03/20/2021,Croton Filtration Treatment Plant,0.29,0.29,0.205,
03/21/2021,Croton Filtration Treatment Plant,0.29,0.29,0.205,
03/22/2021,Croton Filtration Treatment Plant,0.29,0.29,0.205,
03/23/2021,Croton Filtration Treatment Plant,0.29,0.29,0.205,
03/24/2021,Croton Filtration Treatment Plant,0.29,0.29,0.205,
03/25/2021,Croton Filtration Treatment Plant,0.29,0.29,0.205,
03/26/2021,Croton Filtration Treatment Plant,0.29,0.29,0.205,
03/27/2021,Croton Filtration Treatment Plant,0.29,0.29,0.205,
03/28/2021,Croton Filtration Treatment Plant,0.29,0.29,0.205,
03/29/2021,Croton Filtration Treatment Plant,0.29,0.29,0.205,
03/30/2021,Croton Filtration Treatment Plant,0.29,0.29,0.205,
03/31/2021,Croton Filtration Treatment Plant,0.29,0.29,0.205,
04/01/2021,Croton Filtration Treatment Plant,0.29,0.29,0.205,
04/02/2021,Croton Filtration Treatment Plant,0.29,0.28,0.205,
04/03/2021,Croton Filtration Treatment Plant,0.29,0.25,0.205,
04/04/2021,Croton Filtration Treatment Plant,0.29,0.23,0.205,
04/05/2021,Croton Filtration Treatment Plant,0.29,0.21,0.205,
04/06/2021,Croton Filtration Treatment Plant,0.29,0.17,0.205,
04/07/2021,Croton Filtration Treatment Plant,0.29,0.15,0.205,
04/08/2021,Croton Filtration Treatment Plant,0.29,0.14,0.205,
04/09/2021,Croton Filtration Treatment Plant,0.29,0.14,0.205,
04/10/2021,Croton Filtration Treatment Plant,0.29,0.15,0.205,
04/11/2021,Croton Filtration Treatment Plant,0.29,0.19,0.205,
04/12/2021,Croton Filtration Treatment Plant,0.29,0.23,0.205,
04/13/2021,Croton Filtration Treatment Plant,0.29,0.20,0.205,
04/14/2021,Croton Filtration Treatment Plant,0.29,0.24,0.205,
04/15/2021,Croton Filtration Treatment Plant,0.29,0.29,0.205,
04/16/2021,Croton Filtration Treatment Plant,0.29,0.29,0.205,
04/17/2021,Croton Filtration Treatment Plant,0.29,0.29,0.205,
04/18/2021,Croton Filtration Treatment Plant,0.29,0.29,0.205,
04/19/2021,Croton Filtration Treatment Plant,0.29,0.27,0.205,
04/20/2021,Croton Filtration Treatment Plant,0.29,0.24,0.205,
04/21/2021,Croton Filtration Treatment Plant,0.29,0.24,0.205,
04/22/2021,Croton Filtration Treatment Plant,0.29,0.19,0.205,
04/23/2021,Croton Filtration Treatment Plant,0.29,0.17,0.205,
04/24/2021,Croton Filtration Treatment Plant,0.29,0.20,0.205,
04/25/2021,Croton Filtration Treatment Plant,0.29,0.21,0.205,
04/26/2021,Croton Filtration Treatment Plant,0.29,0.17,0.205,
04/27/2021,Croton Filtration Treatment Plant,0.29,0.14,0.205,
04/28/2021,Croton Filtration Treatment Plant,0.29,0.16,0.205,
04/29/2021,Croton Filtration Treatment Plant,0.29,0.15,0.205,
04/30/2021,Croton Filtration Treatment Plant,0.29,0.13,0.205,
05/01/2021,Croton Filtration Treatment Plant,0.29,0.10,0.205,
05/02/2021,Croton Filtration Treatment Plant,0.29,0.09,0.205,
05/03/2021,Croton Filtration Treatment Plant,0.29,0.29,0.205,
05/04/2021,Croton Filtration Treatment Plant,0.29,0.29,0.205,
05/05/2021,Croton Filtration Treatment Plant,0.29,0.29,0.205,
05/06/2021,Croton Filtration Treatment Plant,0.29,0.25,0.205,
05/07/2021,Croton Filtration Treatment Plant,0.29,0.19,0.205,
05/08/2021,Croton Filtration Treatment Plant,0.29,0.17,0.205,
05/09/2021,Croton Filtration Treatment Plant,0.29,0.29,0.205,
05/10/2021,Croton Filtration Treatment Plant,0.29,0.29,0.205,
05/11/2021,Croton Filtration Treatment Plant,0.29,0.25,0.205,
05/12/2021,Croton Filtration Treatment Plant,0.29,0.19,0.205,
05/13/2021,Croton Filtration Treatment Plant,0.29,0.15,0.205,
